,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
19,0.27961077690124514,0.0061712844029007735,0.1444547653198242,0.007197621120534659,5,2,distance,"{'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",0.8000000000000002,0.8571428571428572,0.8695652173913043,0.8749999999999999,0.816326530612245,0.8436069210292814,0.029961186180493878,8
20,0.3568159580230713,0.08631540456982574,0.7017528057098389,0.16470973705841319,6,1,uniform,"{'n_neighbors': 6, 'p': 1, 'weights': 'uniform'}",0.7272727272727272,0.6842105263157895,0.5789473684210525,0.7441860465116279,0.6666666666666666,0.6802566670375727,0.057898826550143216,32
21,0.44890055656433103,0.08792304061083722,0.37788543701171873,0.08964547673187812,6,1,distance,"{'n_neighbors': 6, 'p': 1, 'weights': 'distance'}",0.7843137254901961,0.7111111111111111,0.7272727272727272,0.88,0.8333333333333333,0.7872061794414735,0.0634495892231581,22
22,0.507776927947998,0.10688927736132316,0.43053760528564455,0.14771031985091757,6,2,uniform,"{'n_neighbors': 6, 'p': 2, 'weights': 'uniform'}",0.7906976744186047,0.6486486486486487,0.6153846153846153,0.8095238095238095,0.6829268292682927,0.7094363154487943,0.07728457868081913,30
23,0.31924710273742674,0.01613595972857711,0.17403345108032225,0.032416484323566704,6,2,distance,"{'n_neighbors': 6, 'p': 2, 'weights': 'distance'}",0.816326530612245,0.8749999999999999,0.8444444444444444,0.8695652173913043,0.8333333333333333,0.8477339051562653,0.022021200322787603,7
24,0.3665358066558838,0.0507458827399979,0.46620817184448243,0.04103234463832104,7,1,uniform,"{'n_neighbors': 7, 'p': 1, 'weights': 'uniform'}",0.7142857142857142,0.6341463414634146,0.5714285714285713,0.7441860465116279,0.6818181818181819,0.669172971101502,0.06099648331729381,34
25,0.36915135383605957,0.022163374927177525,0.3290983200073242,0.019019795161063394,7,1,distance,"{'n_neighbors': 7, 'p': 1, 'weights': 'distance'}",0.7843137254901961,0.7272727272727272,0.7272727272727272,0.8571428571428572,0.8333333333333333,0.7858670741023681,0.05329594893819135,23
26,0.35451765060424806,0.019483655157273985,0.3420957088470459,0.048941724515356985,7,2,uniform,"{'n_neighbors': 7, 'p': 2, 'weights': 'uniform'}",0.7272727272727272,0.6829268292682927,0.6818181818181819,0.8372093023255813,0.7111111111111111,0.7280676303591788,0.057230696988630175,29
27,0.3412744998931885,0.006147565968085446,0.2158498764038086,0.034899377633318525,7,2,distance,"{'n_neighbors': 7, 'p': 2, 'weights': 'distance'}",0.8333333333333333,0.8510638297872342,0.8444444444444444,0.8695652173913043,0.8085106382978724,0.8413834926508377,0.020212459428050722,9
28,0.36028051376342773,0.03122656521678783,0.44307551383972166,0.06209638695313904,8,1,uniform,"{'n_neighbors': 8, 'p': 1, 'weights': 'uniform'}",0.6923076923076923,0.6153846153846153,0.5,0.7619047619047621,0.6666666666666666,0.6472527472527472,0.08746528706512796,36
29,0.4777498245239258,0.06510789337031829,0.39889936447143554,0.05048919143798423,8,1,distance,"{'n_neighbors': 8, 'p': 1, 'weights': 'distance'}",0.816326530612245,0.7142857142857143,0.6666666666666666,0.8571428571428572,0.8333333333333333,0.7775510204081633,0.0738212787278941,24
30,0.44423632621765136,0.040825354491520555,0.4209762096405029,0.06089591755007328,8,2,uniform,"{'n_neighbors': 8, 'p': 2, 'weights': 'uniform'}",0.7083333333333334,0.6153846153846153,0.5945945945945945,0.7499999999999999,0.6829268292682927,0.6702478745161672,0.057801480174018295,33
31,0.44274396896362306,0.10198405162004308,0.20243287086486816,0.029333210810623855,8,2,distance,"{'n_neighbors': 8, 'p': 2, 'weights': 'distance'}",0.816326530612245,0.8510638297872342,0.8181818181818181,0.8695652173913043,0.8333333333333333,0.8376941458611871,0.02025258624253815,10
32,0.32768955230712893,0.036836185838618675,0.4254639148712158,0.03642633219161231,9,1,uniform,"{'n_neighbors': 9, 'p': 1, 'weights': 'uniform'}",0.6666666666666666,0.6,0.5909090909090909,0.7727272727272727,0.6382978723404256,0.6537201805286911,0.06542054396284541,35
33,0.41413059234619143,0.050476212340928694,0.4072916507720947,0.04090503144788758,9,1,distance,"{'n_neighbors': 9, 'p': 1, 'weights': 'distance'}",0.816326530612245,0.6829268292682927,0.6666666666666666,0.8085106382978724,0.8333333333333333,0.7615527996356819,0.07147456426011158,27
34,0.3498523712158203,0.03562323343397692,0.3211984634399414,0.017391711640619117,9,2,uniform,"{'n_neighbors': 9, 'p': 2, 'weights': 'uniform'}",0.7037037037037037,0.6363636363636364,0.6666666666666666,0.8095238095238095,0.6818181818181819,0.6996151996151996,0.059160321698616784,31
35,0.2979891777038574,0.015410352601016085,0.147216796875,0.018521834714240577,9,2,distance,"{'n_neighbors': 9, 'p': 2, 'weights': 'distance'}",0.8333333333333333,0.7727272727272727,0.7906976744186047,0.8695652173913043,0.8510638297872342,0.8234774655315498,0.03642066245838878,14
